Path,Distance,Time[ms],Size,JedenDodatkowyNieWiemCzemu
"[0, 12, 6, 7, 13, 11, 10, 5, 4, 14, 9, 1, 3, 2, 15, 8, 0]",370.0,98038.556114,16,
