Path,Distance,Time[ms],Size,JedenDodatkowyNieWiemCzemu
"[0, 9, 1, 8, 4, 2, 3, 6, 5, 7, 0]",303.0,59.622357,10,
"[0, 3, 8, 1, 10, 2, 7, 6, 5, 9, 4, 0]",247.0,79.83330620000001,11,
"[0, 10, 8, 2, 11, 9, 1, 6, 4, 3, 7, 5, 0]",308.0,841.0445487999999,12,
"[0, 9, 5, 4, 10, 12, 6, 1, 8, 3, 2, 7, 11, 0]",327.0,681.4610604,13,
"[0, 11, 7, 5, 4, 9, 2, 3, 12, 10, 8, 6, 13, 1, 0]",358.0,1441.3161774,14,
